transaction_id,date,product_id,product_name,category,region,units_sold,unit_price,revenue,cost,profit,marketing_spend,customer_id,customer_segment,churn_risk
TX-10604,2024-12-29,PROD-105,Strategic BI Advisory,Advisory,Central,2,12000,23436.2,9000,14436.2,2853.86,CUST-905,At-Risk Midmarket,High
TX-10605,2024-12-29,PROD-104,Smart Edge Gateway,Hardware,North,1,1800,1852.54,950,902.54,238.41,CUST-868,Growth SMB,Low
TX-10606,2024-12-29,PROD-104,Smart Edge Gateway,Hardware,North,4,1800,6927.42,3800,3127.42,853.93,CUST-873,At-Risk Midmarket,High
TX-10607,2024-12-30,PROD-103,Legacy Data Server V1,Hardware,East,1,3100,3071.45,2200,871.45,297.25,CUST-735,High-Value Enterprise,High
TX-10608,2024-12-30,PROD-102,AI Analytics Engine Pro,Enterprise AI,Central,1,8200,8205.48,2100,6105.48,1077.87,CUST-853,Growth SMB,Low
TX-10609,2024-12-30,PROD-105,Strategic BI Advisory,Advisory,North,1,12000,11745.46,4500,7245.46,1450.35,CUST-393,High-Value Enterprise,Low
TX-10610,2024-12-30,PROD-104,Smart Edge Gateway,Hardware,South,1,1800,1718.94,950,768.94,201.82,CUST-393,New Startup,Low
TX-10611,2024-12-30,PROD-102,AI Analytics Engine Pro,Enterprise AI,West,1,8200,8020.71,2100,5920.71,861.86,CUST-900,Growth SMB,Low
TX-10612,2024-12-30,PROD-104,Smart Edge Gateway,Hardware,North,1,1800,1800.88,950,850.88,227.14,CUST-643,At-Risk Midmarket,High
TX-10613,2024-12-30,PROD-102,AI Analytics Engine Pro,Enterprise AI,West,1,8200,7833.25,2100,5733.25,1018.71,CUST-576,High-Value Enterprise,Medium
TX-10614,2024-12-31,PROD-105,Strategic BI Advisory,Advisory,South,1,12000,12140.06,4500,7640.06,1598.21,CUST-857,High-Value Enterprise,Low
TX-10615,2024-12-31,PROD-106,Automated ETL Pipeline,Cloud Services,South,1,2900,2977.31,700,2277.31,410.8,CUST-285,High-Value Enterprise,Low
TX-10616,2024-12-31,PROD-101,Stratos Enterprise Suite,Cloud Services,West,1,4500,4480.04,1200,3280.04,487.97,CUST-378,At-Risk Midmarket,High
TX-10617,2025-01-01,PROD-106,Automated ETL Pipeline,Cloud Services,North,1,2900,2804.85,700,2104.85,316.5,CUST-509,High-Value Enterprise,Low
TX-10618,2025-01-01,PROD-105,Strategic BI Advisory,Advisory,South,1,12000,11522.84,4500,7022.84,1441.58,CUST-997,High-Value Enterprise,Low
TX-10619,2025-01-01,PROD-104,Smart Edge Gateway,Hardware,East,1,1800,1780.94,950,830.94,233.4,CUST-303,New Startup,Low
TX-10620,2025-01-01,PROD-106,Automated ETL Pipeline,Cloud Services,Central,4,2900,11379.24,2800,8579.24,1048.12,CUST-738,Growth SMB,Low
TX-10621,2025-01-01,PROD-104,Smart Edge Gateway,Hardware,West,1,1800,1846.16,950,896.16,200.22,CUST-110,Growth SMB,Low
TX-10622,2025-01-02,PROD-105,Strategic BI Advisory,Advisory,EMEA,1,12000,11931.4,4500,7431.4,1561.06,CUST-560,Growth SMB,Low
TX-10623,2025-01-02,PROD-106,Automated ETL Pipeline,Cloud Services,Central,1,2900,2764.99,700,2064.99,295.16,CUST-456,Growth SMB,Low
TX-10624,2025-01-02,PROD-101,Stratos Enterprise Suite,Cloud Services,North,3,4500,14087.78,3600,10487.78,1762.18,CUST-717,Growth SMB,Low
TX-10625,2025-01-02,PROD-102,AI Analytics Engine Pro,Enterprise AI,South,1,8200,8062.38,2100,5962.38,984.0,CUST-299,New Startup,Medium
TX-10626,2025-01-02,PROD-103,Legacy Data Server V1,Hardware,North,1,3100,3065.04,2200,865.04,297.2,CUST-495,At-Risk Midmarket,High
TX-10627,2025-01-02,PROD-106,Automated ETL Pipeline,Cloud Services,EMEA,4,2900,12028.66,2800,9228.66,1092.68,CUST-609,Growth SMB,Low
TX-10628,2025-01-02,PROD-102,AI Analytics Engine Pro,Enterprise AI,Central,1,8200,8398.74,2100,6298.74,786.96,CUST-687,Growth SMB,Low
TX-10629,2025-01-03,PROD-102,AI Analytics Engine Pro,Enterprise AI,South,1,8200,8572.24,2100,6472.24,1130.97,CUST-785,At-Risk Midmarket,High
TX-10630,2025-01-03,PROD-102,AI Analytics Engine Pro,Enterprise AI,West,1,8200,8442.44,2100,6342.44,714.64,CUST-158,High-Value Enterprise,Low
TX-10631,2025-01-03,PROD-102,AI Analytics Engine Pro,Enterprise AI,EMEA,2,8200,16089.57,4200,11889.57,1783.84,CUST-827,High-Value Enterprise,Low
TX-10632,2025-01-03,PROD-102,AI Analytics Engine Pro,Enterprise AI,West,2,8200,16213.12,4200,12013.12,2237.45,CUST-313,At-Risk Midmarket,High
TX-10633,2025-01-04,PROD-106,Automated ETL Pipeline,Cloud Services,APAC,1,2900,2763.82,700,2063.82,341.64,CUST-143,New Startup,Low
TX-10634,2025-01-04,PROD-106,Automated ETL Pipeline,Cloud Services,West,3,2900,9011.34,2100,6911.34,885.76,CUST-501,High-Value Enterprise,Low
TX-10635,2025-01-04,PROD-104,Smart Edge Gateway,Hardware,South,1,1800,1739.91,950,789.91,173.93,CUST-645,At-Risk Midmarket,High
TX-10636,2025-01-05,PROD-105,Strategic BI Advisory,Advisory,North,1,12000,11462.98,4500,6962.98,1226.7,CUST-621,Growth SMB,Medium
TX-10637,2025-01-05,PROD-104,Smart Edge Gateway,Hardware,West,1,1800,1883.05,950,933.05,222.49,CUST-129,Growth SMB,Low
TX-10638,2025-01-05,PROD-101,Stratos Enterprise Suite,Cloud Services,North,1,4500,4461.48,1200,3261.48,607.43,CUST-270,High-Value Enterprise,Low
TX-10639,2025-01-05,PROD-104,Smart Edge Gateway,Hardware,West,4,1800,7206.95,3800,3406.95,969.56,CUST-170,High-Value Enterprise,Low
TX-10640,2025-01-06,PROD-104,Smart Edge Gateway,Hardware,APAC,2,1800,3765.19,1900,1865.19,333.48,CUST-629,New Startup,Low
TX-10641,2025-01-06,PROD-101,Stratos Enterprise Suite,Cloud Services,South,1,4500,4535.34,1200,3335.34,385.3,CUST-422,Growth SMB,Medium
TX-10642,2025-01-06,PROD-105,Strategic BI Advisory,Advisory,East,1,12000,11504.36,4500,7004.36,1129.65,CUST-467,Growth SMB,Medium
TX-10643,2025-01-06,PROD-103,Legacy Data Server V1,Hardware,South,1,3100,3235.67,2200,1035.67,390.81,CUST-217,Growth SMB,Medium
TX-10644,2025-01-06,PROD-104,Smart Edge Gateway,Hardware,Central,3,1800,5598.28,2850,2748.28,768.93,CUST-180,High-Value Enterprise,Medium
TX-10645,2025-01-06,PROD-105,Strategic BI Advisory,Advisory,North,1,12000,12414.01,4500,7914.01,1037.1,CUST-295,High-Value Enterprise,Low
TX-10646,2025-01-06,PROD-106,Automated ETL Pipeline,Cloud Services,South,1,2900,3002.04,700,2302.04,387.36,CUST-378,High-Value Enterprise,Low
TX-10647,2025-01-07,PROD-101,Stratos Enterprise Suite,Cloud Services,Central,2,4500,9278.98,2400,6878.98,874.98,CUST-532,Growth SMB,Medium
TX-10648,2025-01-07,PROD-102,AI Analytics Engine Pro,Enterprise AI,South,1,8200,8155.32,2100,6055.32,1125.58,CUST-126,High-Value Enterprise,Medium
TX-10649,2025-01-07,PROD-103,Legacy Data Server V1,Hardware,North,1,3100,3167.58,2200,967.58,324.12,CUST-501,Growth SMB,Low
TX-10650,2025-01-07,PROD-101,Stratos Enterprise Suite,Cloud Services,APAC,3,4500,14034.0,3600,10434.0,1936.65,CUST-508,High-Value Enterprise,Medium
TX-10651,2025-01-07,PROD-102,AI Analytics Engine Pro,Enterprise AI,East,1,8200,8393.91,2100,6293.91,697.53,CUST-167,At-Risk Midmarket,High
TX-10652,2025-01-07,PROD-101,Stratos Enterprise Suite,Cloud Services,South,1,4500,4361.52,1200,3161.52,429.91,CUST-970,Growth SMB,Low
TX-10653,2025-01-08,PROD-106,Automated ETL Pipeline,Cloud Services,West,1,2900,3001.48,700,2301.48,308.71,CUST-218,At-Risk Midmarket,High
TX-10654,2025-01-08,PROD-102,AI Analytics Engine Pro,Enterprise AI,North,1,8200,8480.13,2100,6380.13,693.85,CUST-789,Growth SMB,Low
TX-10655,2025-01-08,PROD-103,Legacy Data Server V1,Hardware,EMEA,1,3100,2966.37,2200,766.37,323.37,CUST-756,At-Risk Midmarket,High
TX-10656,2025-01-08,PROD-105,Strategic BI Advisory,Advisory,East,1,12000,11686.5,4500,7186.5,1084.65,CUST-424,High-Value Enterprise,Medium
TX-10657,2025-01-09,PROD-103,Legacy Data Server V1,Hardware,East,2,3100,6165.53,4400,1765.53,605.44,CUST-787,High-Value Enterprise,Low
TX-10658,2025-01-09,PROD-104,Smart Edge Gateway,Hardware,East,1,1800,1826.01,950,876.01,166.12,CUST-340,High-Value Enterprise,Low
TX-10659,2025-01-09,PROD-101,Stratos Enterprise Suite,Cloud Services,EMEA,1,4500,4664.8,1200,3464.8,497.51,CUST-206,At-Risk Midmarket,High
TX-10660,2025-01-10,PROD-103,Legacy Data Server V1,Hardware,Central,2,3100,5954.74,4400,1554.74,679.67,CUST-624,New Startup,High
TX-10661,2025-01-10,PROD-101,Stratos Enterprise Suite,Cloud Services,South,1,4500,4392.32,1200,3192.32,487.97,CUST-993,Growth SMB,Medium
TX-10662,2025-01-10,PROD-102,AI Analytics Engine Pro,Enterprise AI,West,1,8200,7980.94,2100,5880.94,874.07,CUST-165,Growth SMB,Medium
TX-10663,2025-01-10,PROD-104,Smart Edge Gateway,Hardware,South,1,1800,1876.99,950,926.99,247.88,CUST-992,Growth SMB,Low
TX-10664,2025-01-10,PROD-106,Automated ETL Pipeline,Cloud Services,Central,1,2900,2941.73,700,2241.73,382.6,CUST-776,At-Risk Midmarket,High
TX-10665,2025-01-11,PROD-104,Smart Edge Gateway,Hardware,South,2,1800,3731.83,1900,1831.83,410.32,CUST-931,At-Risk Midmarket,High
TX-10666,2025-01-11,PROD-102,AI Analytics Engine Pro,Enterprise AI,South,1,8200,7874.64,2100,5774.64,906.39,CUST-709,Growth SMB,Medium
TX-10667,2025-01-11,PROD-106,Automated ETL Pipeline,Cloud Services,West,2,2900,5940.53,1400,4540.53,704.47,CUST-961,Growth SMB,Low
TX-10668,2025-01-12,PROD-102,AI Analytics Engine Pro,Enterprise AI,South,1,8200,8105.75,2100,6005.75,1107.07,CUST-837,High-Value Enterprise,Medium
TX-10669,2025-01-12,PROD-102,AI Analytics Engine Pro,Enterprise AI,East,2,8200,16296.28,4200,12096.28,1757.39,CUST-163,Growth SMB,Low
TX-10670,2025-01-12,PROD-103,Legacy Data Server V1,Hardware,North,2,3100,6494.87,4400,2094.87,545.03,CUST-210,At-Risk Midmarket,High
TX-10671,2025-01-12,PROD-102,AI Analytics Engine Pro,Enterprise AI,APAC,1,8200,8419.66,2100,6319.66,1053.36,CUST-695,Growth SMB,Low
TX-10672,2025-01-12,PROD-103,Legacy Data Server V1,Hardware,North,1,3100,3200.76,2200,1000.76,420.9,CUST-287,High-Value Enterprise,High
TX-10673,2025-01-13,PROD-102,AI Analytics Engine Pro,Enterprise AI,South,1,8200,8587.51,2100,6487.51,872.52,CUST-488,Growth SMB,Low
TX-10674,2025-01-13,PROD-105,Strategic BI Advisory,Advisory,West,1,12000,11468.51,4500,6968.51,1153.54,CUST-370,At-Risk Midmarket,High
TX-10675,2025-01-13,PROD-103,Legacy Data Server V1,Hardware,North,1,3100,3166.88,2200,966.88,438.19,CUST-307,High-Value Enterprise,High
TX-10676,2025-01-13,PROD-105,Strategic BI Advisory,Advisory,APAC,1,12000,12087.31,4500,7587.31,1066.51,CUST-316,At-Risk Midmarket,High
TX-10677,2025-01-14,PROD-101,Stratos Enterprise Suite,Cloud Services,West,1,4500,4685.0,1200,3485.0,605.44,CUST-547,High-Value Enterprise,Medium
TX-10678,2025-01-14,PROD-102,AI Analytics Engine Pro,Enterprise AI,West,1,8200,8350.71,2100,6250.71,1045.4,CUST-601,Growth SMB,Low
TX-10679,2025-01-14,PROD-104,Smart Edge Gateway,Hardware,North,2,1800,3609.16,1900,1709.16,312.44,CUST-258,Growth SMB,Medium
TX-10680,2025-01-14,PROD-101,Stratos Enterprise Suite,Cloud Services,East,3,4500,13956.84,3600,10356.84,1715.82,CUST-320,Growth SMB,Low
TX-10681,2025-01-14,PROD-102,AI Analytics Engine Pro,Enterprise AI,South,1,8200,8344.48,2100,6244.48,1097.43,CUST-228,High-Value Enterprise,Low
TX-10682,2025-01-15,PROD-104,Smart Edge Gateway,Hardware,South,2,1800,3445.48,1900,1545.48,412.16,CUST-101,Growth SMB,Low
TX-10683,2025-01-15,PROD-105,Strategic BI Advisory,Advisory,East,1,12000,11423.0,4500,6923.0,1209.92,CUST-216,New Startup,Low
TX-10684,2025-01-15,PROD-106,Automated ETL Pipeline,Cloud Services,North,2,2900,5537.89,1400,4137.89,603.71,CUST-635,At-Risk Midmarket,High
TX-10685,2025-01-15,PROD-102,AI Analytics Engine Pro,Enterprise AI,Central,1,8200,8319.66,2100,6219.66,781.82,CUST-370,Growth SMB,Low
TX-10686,2025-01-16,PROD-101,Stratos Enterprise Suite,Cloud Services,Central,1,4500,4717.84,1200,3517.84,460.15,CUST-202,Growth SMB,Medium
TX-10687,2025-01-16,PROD-102,AI Analytics Engine Pro,Enterprise AI,West,1,8200,8524.57,2100,6424.57,734.89,CUST-690,Growth SMB,Low
TX-10688,2025-01-16,PROD-104,Smart Edge Gateway,Hardware,East,1,1800,1794.43,950,844.43,151.2,CUST-897,At-Risk Midmarket,High
TX-10689,2025-01-16,PROD-106,Automated ETL Pipeline,Cloud Services,South,2,2900,5755.62,1400,4355.62,616.67,CUST-208,Growth SMB,Low
TX-10690,2025-01-16,PROD-105,Strategic BI Advisory,Advisory,East,1,12000,11597.92,4500,7097.92,1014.55,CUST-633,High-Value Enterprise,Low
TX-10691,2025-01-17,PROD-104,Smart Edge Gateway,Hardware,West,1,1800,1792.0,950,842.0,239.16,CUST-770,Growth SMB,Low
TX-10692,2025-01-17,PROD-106,Automated ETL Pipeline,Cloud Services,South,1,2900,2890.44,700,2190.44,350.15,CUST-970,High-Value Enterprise,Low
TX-10693,2025-01-17,PROD-103,Legacy Data Server V1,Hardware,Central,2,3100,6280.99,4400,1880.99,664.58,CUST-858,High-Value Enterprise,Low
TX-10694,2025-01-17,PROD-102,AI Analytics Engine Pro,Enterprise AI,EMEA,1,8200,8507.29,2100,6407.29,1057.0,CUST-199,New Startup,Medium
TX-10695,2025-01-17,PROD-106,Automated ETL Pipeline,Cloud Services,APAC,2,2900,5526.31,1400,4126.31,566.55,CUST-181,Growth SMB,Low
TX-10696,2025-01-17,PROD-101,Stratos Enterprise Suite,Cloud Services,Central,2,4500,8646.71,2400,6246.71,700.51,CUST-821,High-Value Enterprise,Medium
TX-10697,2025-01-18,PROD-102,AI Analytics Engine Pro,Enterprise AI,North,1,8200,8129.24,2100,6029.24,981.47,CUST-151,At-Risk Midmarket,High
TX-10698,2025-01-18,PROD-105,Strategic BI Advisory,Advisory,North,1,12000,12586.19,4500,8086.19,1266.91,CUST-333,At-Risk Midmarket,High
TX-10699,2025-01-18,PROD-101,Stratos Enterprise Suite,Cloud Services,South,1,4500,4445.24,1200,3245.24,379.2,CUST-485,High-Value Enterprise,Medium
TX-10700,2025-01-18,PROD-106,Automated ETL Pipeline,Cloud Services,East,1,2900,2770.76,700,2070.76,224.74,CUST-857,At-Risk Midmarket,High
TX-10701,2025-01-18,PROD-101,Stratos Enterprise Suite,Cloud Services,West,1,4500,4412.65,1200,3212.65,480.93,CUST-205,At-Risk Midmarket,High
TX-10702,2025-01-18,PROD-104,Smart Edge Gateway,Hardware,West,2,1800,3466.01,1900,1566.01,398.36,CUST-934,New Startup,Medium
TX-10703,2025-01-19,PROD-101,Stratos Enterprise Suite,Cloud Services,Central,3,4500,13640.81,3600,10040.81,1606.9,CUST-757,Growth SMB,Low
TX-10704,2025-01-19,PROD-104,Smart Edge Gateway,Hardware,North,1,1800,1842.49,950,892.49,182.78,CUST-363,New Startup,Medium
TX-10705,2025-01-19,PROD-101,Stratos Enterprise Suite,Cloud Services,North,2,4500,9170.81,2400,6770.81,1253.92,CUST-125,At-Risk Midmarket,High
TX-10706,2025-01-19,PROD-103,Legacy Data Server V1,Hardware,East,1,3100,3076.03,2200,876.03,378.61,CUST-328,Growth SMB,High
TX-10707,2025-01-20,PROD-104,Smart Edge Gateway,Hardware,South,1,1800,1814.08,950,864.08,210.18,CUST-368,Growth SMB,Low
TX-10708,2025-01-20,PROD-103,Legacy Data Server V1,Hardware,East,1,3100,3139.31,2200,939.31,318.72,CUST-650,Growth SMB,High
TX-10709,2025-01-20,PROD-101,Stratos Enterprise Suite,Cloud Services,North,2,4500,9084.72,2400,6684.72,1118.86,CUST-941,Growth SMB,Low
TX-10710,2025-01-20,PROD-106,Automated ETL Pipeline,Cloud Services,South,3,2900,8737.36,2100,6637.36,766.82,CUST-554,New Startup,Low
TX-10711,2025-01-21,PROD-105,Strategic BI Advisory,Advisory,East,1,12000,11460.96,4500,6960.96,1238.91,CUST-880,High-Value Enterprise,Medium
TX-10712,2025-01-21,PROD-102,AI Analytics Engine Pro,Enterprise AI,East,1,8200,8597.35,2100,6497.35,1031.55,CUST-531,Growth SMB,Low
TX-10713,2025-01-21,PROD-103,Legacy Data Server V1,Hardware,North,1,3100,3145.89,2200,945.89,298.0,CUST-705,New Startup,High
TX-10714,2025-01-22,PROD-103,Legacy Data Server V1,Hardware,North,1,3100,3102.84,2200,902.84,252.82,CUST-819,Growth SMB,High
TX-10715,2025-01-22,PROD-103,Legacy Data Server V1,Hardware,East,2,3100,5915.77,4400,1515.77,546.66,CUST-398,New Startup,Low
TX-10716,2025-01-22,PROD-103,Legacy Data Server V1,Hardware,South,1,3100,2990.45,2200,790.45,267.88,CUST-433,High-Value Enterprise,High
TX-10717,2025-01-23,PROD-105,Strategic BI Advisory,Advisory,West,1,12000,12323.68,4500,7823.68,1585.52,CUST-504,Growth SMB,Medium
TX-10718,2025-01-23,PROD-103,Legacy Data Server V1,Hardware,East,1,3100,3223.24,2200,1023.24,433.42,CUST-779,At-Risk Midmarket,High
TX-10719,2025-01-23,PROD-102,AI Analytics Engine Pro,Enterprise AI,EMEA,1,8200,8450.2,2100,6350.2,1107.04,CUST-492,At-Risk Midmarket,High
TX-10720,2025-01-24,PROD-103,Legacy Data Server V1,Hardware,North,1,3100,3244.13,2200,1044.13,312.77,CUST-273,Growth SMB,Medium
TX-10721,2025-01-24,PROD-103,Legacy Data Server V1,Hardware,North,1,3100,3234.0,2200,1034.0,387.94,CUST-632,High-Value Enterprise,Medium
TX-10722,2025-01-24,PROD-105,Strategic BI Advisory,Advisory,East,1,12000,12221.32,4500,7721.32,1346.71,CUST-125,Growth SMB,Low
TX-10723,2025-01-24,PROD-101,Stratos Enterprise Suite,Cloud Services,Central,1,4500,4548.5,1200,3348.5,386.75,CUST-390,Growth SMB,Low
TX-10724,2025-01-24,PROD-105,Strategic BI Advisory,Advisory,West,1,12000,11543.34,4500,7043.34,1354.47,CUST-567,Growth SMB,Low
TX-10725,2025-01-24,PROD-106,Automated ETL Pipeline,Cloud Services,APAC,3,2900,8265.55,2100,6165.55,1138.87,CUST-355,Growth SMB,Low
TX-10726,2025-01-24,PROD-104,Smart Edge Gateway,Hardware,North,1,1800,1822.16,950,872.16,184.7,CUST-626,At-Risk Midmarket,High
TX-10727,2025-01-25,PROD-101,Stratos Enterprise Suite,Cloud Services,West,2,4500,9329.94,2400,6929.94,1078.68,CUST-159,High-Value Enterprise,Low
TX-10728,2025-01-25,PROD-103,Legacy Data Server V1,Hardware,North,1,3100,3101.9,2200,901.9,399.77,CUST-500,At-Risk Midmarket,High
TX-10729,2025-01-25,PROD-101,Stratos Enterprise Suite,Cloud Services,South,3,4500,13912.38,3600,10312.38,1395.64,CUST-900,Growth SMB,Medium
TX-10730,2025-01-25,PROD-102,AI Analytics Engine Pro,Enterprise AI,West,3,8200,24668.29,6300,18368.29,2798.53,CUST-941,New Startup,Low
TX-10731,2025-01-25,PROD-105,Strategic BI Advisory,Advisory,North,1,12000,11936.82,4500,7436.82,1105.68,CUST-106,At-Risk Midmarket,High
TX-10732,2025-01-25,PROD-103,Legacy Data Server V1,Hardware,East,1,3100,3083.66,2200,883.66,425.33,CUST-327,Growth SMB,Low
TX-10733,2025-01-26,PROD-104,Smart Edge Gateway,Hardware,West,1,1800,1798.07,950,848.07,174.71,CUST-666,High-Value Enterprise,Low
TX-10734,2025-01-26,PROD-106,Automated ETL Pipeline,Cloud Services,APAC,3,2900,8979.2,2100,6879.2,949.4,CUST-414,Growth SMB,Medium
TX-10735,2025-01-26,PROD-102,AI Analytics Engine Pro,Enterprise AI,South,1,8200,7891.32,2100,5791.32,689.87,CUST-802,Growth SMB,Medium
TX-10736,2025-01-26,PROD-101,Stratos Enterprise Suite,Cloud Services,South,1,4500,4686.61,1200,3486.61,513.71,CUST-326,High-Value Enterprise,Medium
TX-10737,2025-01-26,PROD-104,Smart Edge Gateway,Hardware,West,1,1800,1779.01,950,829.01,231.68,CUST-532,Growth SMB,Medium
TX-10738,2025-01-27,PROD-106,Automated ETL Pipeline,Cloud Services,South,1,2900,2974.33,700,2274.33,334.25,CUST-463,High-Value Enterprise,Low
TX-10739,2025-01-27,PROD-104,Smart Edge Gateway,Hardware,East,3,1800,5188.54,2850,2338.54,687.77,CUST-328,New Startup,Medium
TX-10740,2025-01-27,PROD-106,Automated ETL Pipeline,Cloud Services,East,4,2900,11092.97,2800,8292.97,1012.13,CUST-394,Growth SMB,Low
TX-10741,2025-01-27,PROD-102,AI Analytics Engine Pro,Enterprise AI,West,1,8200,8036.96,2100,5936.96,763.02,CUST-240,High-Value Enterprise,Medium
TX-10742,2025-01-27,PROD-104,Smart Edge Gateway,Hardware,East,1,1800,1735.59,950,785.59,144.35,CUST-342,Growth SMB,Low
TX-10743,2025-01-27,PROD-101,Stratos Enterprise Suite,Cloud Services,Central,2,4500,8727.92,2400,6327.92,865.19,CUST-506,Growth SMB,Low
TX-10744,2025-01-28,PROD-106,Automated ETL Pipeline,Cloud Services,North,2,2900,5594.46,1400,4194.46,681.66,CUST-379,At-Risk Midmarket,High
TX-10745,2025-01-28,PROD-106,Automated ETL Pipeline,Cloud Services,Central,1,2900,2825.6,700,2125.6,368.83,CUST-412,New Startup,Medium
TX-10746,2025-01-28,PROD-104,Smart Edge Gateway,Hardware,North,1,1800,1848.11,950,898.11,250.6,CUST-478,New Startup,Low
TX-10747,2025-01-28,PROD-102,AI Analytics Engine Pro,Enterprise AI,Central,2,8200,17107.92,4200,12907.92,1476.24,CUST-453,At-Risk Midmarket,High
TX-10748,2025-01-28,PROD-106,Automated ETL Pipeline,Cloud Services,East,1,2900,2981.37,700,2281.37,303.19,CUST-191,Growth SMB,Medium
TX-10749,2025-01-28,PROD-104,Smart Edge Gateway,Hardware,North,1,1800,1773.89,950,823.89,195.47,CUST-841,High-Value Enterprise,Medium
TX-10750,2025-01-29,PROD-104,Smart Edge Gateway,Hardware,North,7,1800,12655.6,6650,6005.6,1574.74,CUST-403,Growth SMB,Low
TX-10751,2025-01-29,PROD-101,Stratos Enterprise Suite,Cloud Services,North,1,4500,4483.71,1200,3283.71,405.5,CUST-435,At-Risk Midmarket,High
TX-10752,2025-01-29,PROD-103,Legacy Data Server V1,Hardware,North,1,3100,3137.07,2200,937.07,375.85,CUST-817,Growth SMB,Low
TX-10753,2025-01-29,PROD-106,Automated ETL Pipeline,Cloud Services,East,2,2900,6010.86,1400,4610.86,603.83,CUST-320,High-Value Enterprise,Medium
TX-10754,2025-01-29,PROD-102,AI Analytics Engine Pro,Enterprise AI,APAC,1,8200,8325.24,2100,6225.24,793.73,CUST-543,High-Value Enterprise,Low
TX-10755,2025-01-30,PROD-105,Strategic BI Advisory,Advisory,West,1,12000,12082.58,4500,7582.58,1595.67,CUST-993,At-Risk Midmarket,High
TX-10756,2025-01-30,PROD-101,Stratos Enterprise Suite,Cloud Services,North,5,4500,22887.12,6000,16887.12,2795.19,CUST-401,Growth SMB,Low
TX-10757,2025-01-30,PROD-103,Legacy Data Server V1,Hardware,West,1,3100,3101.21,2200,901.21,250.61,CUST-645,High-Value Enterprise,High
TX-10758,2025-01-30,PROD-104,Smart Edge Gateway,Hardware,Central,2,1800,3543.19,1900,1643.19,324.8,CUST-304,New Startup,Low
TX-10759,2025-01-30,PROD-105,Strategic BI Advisory,Advisory,North,1,12000,11492.07,4500,6992.07,1213.31,CUST-491,At-Risk Midmarket,High
TX-10760,2025-01-30,PROD-102,AI Analytics Engine Pro,Enterprise AI,West,2,8200,17185.43,4200,12985.43,1773.23,CUST-263,Growth SMB,Low
TX-10761,2025-01-31,PROD-106,Automated ETL Pipeline,Cloud Services,West,1,2900,2838.02,700,2138.02,269.18,CUST-944,High-Value Enterprise,Low
TX-10762,2025-01-31,PROD-106,Automated ETL Pipeline,Cloud Services,Central,1,2900,2834.36,700,2134.36,393.41,CUST-836,Growth SMB,Low
TX-10763,2025-01-31,PROD-103,Legacy Data Server V1,Hardware,North,1,3100,3185.52,2200,985.52,340.24,CUST-189,High-Value Enterprise,High
TX-10764,2025-01-31,PROD-101,Stratos Enterprise Suite,Cloud Services,APAC,1,4500,4656.82,1200,3456.82,625.7,CUST-229,Growth SMB,Low
TX-10765,2025-02-01,PROD-102,AI Analytics Engine Pro,Enterprise AI,West,1,8200,8203.05,2100,6103.05,1064.86,CUST-239,Growth SMB,Low
TX-10766,2025-02-01,PROD-106,Automated ETL Pipeline,Cloud Services,North,7,2900,19785.71,4900,14885.71,2128.49,CUST-521,High-Value Enterprise,Low
TX-10767,2025-02-01,PROD-106,Automated ETL Pipeline,Cloud Services,West,1,2900,2874.96,700,2174.96,359.4,CUST-436,Growth SMB,Medium
TX-10768,2025-02-01,PROD-106,Automated ETL Pipeline,Cloud Services,East,4,2900,12033.1,2800,9233.1,1005.8,CUST-630,Growth SMB,Low
TX-10769,2025-02-01,PROD-106,Automated ETL Pipeline,Cloud Services,East,2,2900,5619.92,1400,4219.92,491.95,CUST-787,Growth SMB,Low
TX-10770,2025-02-01,PROD-101,Stratos Enterprise Suite,Cloud Services,West,2,4500,8852.71,2400,6452.71,1019.88,CUST-348,At-Risk Midmarket,High
TX-10771,2025-02-01,PROD-106,Automated ETL Pipeline,Cloud Services,West,2,2900,5936.16,1400,4536.16,564.7,CUST-732,Growth SMB,Low
TX-10772,2025-02-02,PROD-106,Automated ETL Pipeline,Cloud Services,West,1,2900,2791.58,700,2091.58,312.02,CUST-145,Growth SMB,Medium
TX-10773,2025-02-02,PROD-103,Legacy Data Server V1,Hardware,West,1,3100,3254.84,2200,1054.84,381.93,CUST-260,High-Value Enterprise,Low
TX-10774,2025-02-02,PROD-102,AI Analytics Engine Pro,Enterprise AI,North,1,8200,8199.32,2100,6099.32,951.42,CUST-217,High-Value Enterprise,Low
TX-10775,2025-02-02,PROD-103,Legacy Data Server V1,Hardware,South,2,3100,6477.88,4400,2077.88,707.42,CUST-611,At-Risk Midmarket,High
TX-10776,2025-02-02,PROD-102,AI Analytics Engine Pro,Enterprise AI,APAC,1,8200,8566.21,2100,6466.21,1058.6,CUST-771,Growth SMB,Medium
TX-10777,2025-02-02,PROD-106,Automated ETL Pipeline,Cloud Services,Central,4,2900,11863.97,2800,9063.97,1397.48,CUST-280,Growth SMB,Low
TX-10778,2025-02-03,PROD-106,Automated ETL Pipeline,Cloud Services,North,2,2900,5670.63,1400,4270.63,476.04,CUST-938,Growth SMB,Low
TX-10779,2025-02-03,PROD-101,Stratos Enterprise Suite,Cloud Services,South,2,4500,9021.88,2400,6621.88,1243.01,CUST-426,Growth SMB,Low
